"New Code","Item Name","Lokasi","STOCK","UOM","Kode QR"
"SPIPKF0013","Bantalan Pisau Vertical Ilapak 60 x 26 x 7 mm HSS","332","","EA",""
"SPUFKF0005","Pisau Potekan material TCT 40 x 23 x 3 mm","332","14","EA",""
"SPIPKF0017","Pisau I Cut material HSS","332","16","EA",""
"SPPIKN0007","Keni  3/4"" Galvanis","333","7","EA",""
"SPPIKN0014","Keni 1 1/2"" PVC","333","","EA",""
"SPPIKN0008","Keni 1"" Galvanis","333","1","EA",""
"SPPIKN0011","Keni 1” PVC","333","","EA",""
"SPPIKN0013","Keni 3"" PVC","333","","EA",""
"SPPIKN0012","Keni Drat Dalam  3/4"" PVC","333","","EA",""
"SPPIKN0027","Knee 1 1/4"" Galvanis","333","5","EA",""
"SPPIKN0021","Knee 3/4"" PVC","333","","EA",""
"SPPIKN0048","KENI 1/2"" PVC","333","17","EA",""
"SPPIKN0044","KENI 1/2"" GALVANIS","333","5","EA",""
"SPECLM0001","Bohlam E27 MIG-50 24 V 60 W Chiyoda","341","","EA",""
"SPECLM0020","Bohlam Rotary Led 220 V 8W","341","","EA",""
"SPWSLM0002","Halogen Lamp 64445U 24 V 50 W UV Stop OSRAM","341","3","EA",""
"SPWRHI0002","Hinge HHKS25 SUS 304 MISUMI","341","","EA",""
"SPECLM0008","Indicator Lamp  AL6-P 24 V LDEC","341","","EA",""
"SPECLM0062","Indicator Lamp 12V 5W Bayonet Type","341","4","EA",""
"SPRMLM0002","Indicator Lamp 220 V 24 W Bayonet","341","3","EA",""
"SPSVLM0002","Indicator Lamp 24 / 30 V 2 W","341","6","EA",""
"SPVPLM0003","Indicator Lamp EBT 28V 40 MA","341","","EA",""
"SPGEKI0009","Kit Centrifugal Pump Purified Water pn 9611922375","341","","EA",""
"SPECLK0002","Kunci Panel JHA-2033-1 JYHuei","341","","EA",""
"SPECLM0009","Lampu 220 V","341","","EA",""
"SPECLM0012","Lampu Indikator Bening","341","8","EA",""
"SPSPLM0001","Lampu Pilot XB2 EV444 Red","341","","EA",""
"SPECLM0005","Lampu Pilot XB2 EV445 Yellow","341","","EA",""
"SPECLM0004","Lampu Pilot XB7 EV4 TELEMECANIQUE","341","","EA",""
"SPWRLK0001","Magnet Catches MGCB1 MISUMI","341","","EA",""
"SPYNLM0003","Pilot Lights XB6DV5BB (Yellow) Telemecanique","341","","EA",""
"SPJCLH0001","Push Lever p/n 001-08-07","341","","EA",""
"SPECLM0015","Rotating Signal Light MLG – Red 220 V AUTONICS","341","","EA",""
"SPGEKI0004","Service Kit Actuator LKLA 85 NC 25-63.5 9611923010","341","1","Kit",""
"SPGEKI0008","Kits liquid ring pump (storage) pn 9611921081","341","1","Kit",""
"SPGEKI0003","Service Kit Actuator LKLA-85-NC-65-80 9611923021","341","1","Kit",""
"SPGEKI0010","Service Kit EL Motor DDS1602 E2 11KW 2900RPM","341","","EA",""
"SPECMC0035","MCB 1 Phase 10 A Siemens","342","","EA",""
"SPIPMC0001","MCB Moeler PKZMO-6.3","342","2","EA",""
"SPECMC0009","MCB NC45A C10 10A 3 Ph Merlin Gerin","342","1","EA",""
"SPECMC0002","MCB NC45A C20 20A 3 Ph Merlin Gerin","342","4","EA",""
"SPECMC0011","MCB NC45A C40 40A 3Ph Merlin Gerin","342","","EA",""
"SPECMC0004","MCB NC45A C6 6A 1 Ph Merlin Gerin","342","","EA",""
"SPECMC0005","MCB NC45N C10 10A 1 Ph Merlin Gerin","342","","EA",""
"SPECMC0008","MCB NC45N C16 16A 1 Ph Merlin Gerin","342","5","EA",""
"SPECMC0003","MCB NC45N C16 16A 3 Ph Merlin Gerin","342","2","EA",""
"SPECMC0007","MCB NC45N C25 25A 3 Ph Merlin Gerin","342","2","EA",""
"SPECMC0007","MCB NC45N C25 25A 3Ph Merlin Gerin","342","2","EA",""
"SPECMC0012","MCB NC45N C32 32A 3 Ph  Merlin Gerin","342","","EA",""
"SPECMC0021","MCCB 250A Merlin Gerin","342","","EA",""
"SPMEMT0006","Amperemeter 5Q-96 250 A 5 A","343","","EA",""
"SPMEMT0128","Depth Caliper 527-103 (300 MM) Mitutoyo","343","","EA",""
"SPSPEN0001","Encoder E6B-CWZ6C Omron","343","","EA",""
"SPIPEN0001","Encoder EL63GB25GS5 Merk Eltra","343","2","EA",""
"SPMEMT0075","Flow Meter 1”","343","","EA",""
"SPMEMT0007","Hour Meter TH-142 200 VAC 50 / 60 HZ NAIS","343","1","EA",""
"SPMEMT0100","Manifold Pressure Meter REFCO","343","","EA",""
"SPJCMN0002","Mounting 2 p/n 001-09-13","343","","EA",""
"SPMEMT0141","Ph electrode SenTix 81 WTW","343","","EA",""
"SPMEMT0086","Power Meter PM1200  METSEPM1200  Schneider","343","","EA",""
"SPMEMT0046","Pressure Gauge 0 - 2 kgf / cm2 1/8"" BSPT dia. 2.5""","343","1","EA",""
"SPMEMT0077","Pressure Gauge MA-50-16-1/4 FESTO","343","","EA",""
"SPMEMT0024","Pressure Transmiter S 10 0-0.4Bar 24 VDC 2 Wire Wika","343","","EA",""
"SPMEMT0061","RH Meter XH20P DIXELL","343","","EA",""
"SPMEMT0115","Thermometer Dial 0-300ºC inlet 1/2""","343","","EA",""
"SPMEMT0079","Voltmeter 0-500 V 50 HZ USSR","343","","EA",""
"SPMEMT0090","Voltmeter AC 0-300 V class 2,5","343","1","EA",""
"SPSVEN0001","Angle Encoder AWC 5812-1-YBA1DP03PG (p/n 54955154) Fraba Posital GmbH","343","","EA",""
"SPSVEN0002","Angle encoder OCD-DP1C-0012-S060-0CC p/n.54954074","343","2","EA",""
"SPMENI0024","Double Nepel  1/4"" S/S","351","","EA",""
"SPMENI0017","Double Nepel  3/4"" Galvanis","351","7","EA",""
"SPMENI0018","Double Nepel 1 1/4"" Galvanis","351","4","EA",""
"SPMENI0016","Double Nepel 1"" Galvanis","351","9","EA",""
"SPMENI0019","Double Nepel 1/2"" Galvanis","351","","EA",""
"SPMENI0022","Double Nepel 1/2"" PVC","351","","EA",""
"SPMENI0020","Double Nepel 2"" Galvanis","351","5","EA",""
"SPMENI0007","Double Nipple 1/8"" S/S","351","","EA",""
"SPMENI0002","Grease Nipple 10 MM","351","10","EA",""
"SPMENI0008","Nipple Oli 1/4""","351","38","EA",""
"SPSPPT0001","Adjuster Filling Plate 100 x 10","352","","EA",""
"SPCMOG0002","Automotive Grease Top 1 Blue","352","3","EA",""
"SPCMOG0024","Autosol Metal Polish (1 Tube : 75 ML)","352","","EA",""
"SPMEPC0018","Buterfly Valve Gasket 1.5"" EPDM","352","17","EA",""
"SPTAPI0001","Dies Pin dia. 10.43 x 55 VCN Harden","352","","EA",""
"SPUFNZ0001","First Dosing Nozzle p/n 93009050037 Unifill","352","9","EA",""
"SPMEPC0073","Flap dia. 4.5 x 24.5 x 150 Rubber","352","","EA",""
"SPMEPC0091","Gasket p/n 606010269 Unifill","352","","EA",""
"SPMEPC0048","Gland Packing 1/4” PTFE","352","","EA",""
"SPMEPC0060","Gland Packing 5/8” PTFE","352","","EA",""
"SPCHTM0022","Insulating Varnish Drathon 170C","352","","EA",""
"SPCMOG0016","Lithium Grease Drathon 2101","352","","EA",""
"SPMEPC0053","Lower Valve Inlet Seat","352","","EA",""
"SPVPPM0001","Lubrication Pump Electroluber 500 CC","352","","EA",""
"SPJCNZ0002","Nozzle 0.010 p/n 237210D Kepala Nozzle","352","7","EA",""
"SPGENZ0001","Nozzle Nylon (Ada Contoh)","352","","EA",""
"SPCMOG0019","Open Gear & Wire Lube Drathon 280","352","","EA",""
"SPBNPI0019","Pin DL : 10 P : 42 P.ulir : 11 M6","352","","EA",""
"SPBNPI0017","Pin type S2-03 (p/n 224004-34)","352","","EA",""
"SPJCPT0006","Rail Plate p/n 001-08-03","352","","EA",""
"SPUFNZ0002","Second Dosing Nozzle p/n 930090500371 Unifill","352","13","EA",""
"SPVPPT0003","Shim Plate Spacer Motor  T : 0,25 MM for Electric Motor","352","","EA",""
"SPBNPI0012","Special Pin dia. 5 x 70 (SW13) S/S","352","","EA",""
"SPBNPI0027","Spring Pin Dia. 5 x 25","352","5","EA",""
"SPSPPI0001","Spring Pin dia. 3 x 30","352","2","EA",""
"SPBNPI0002","Spring Pin dia. 4 x 40","352","2","EA",""
"SPJSNZ0001","NOZZLE P/N 1011010 NORDSON","352","15","EA",""
"SPIPNZ0001","NOZZLE P/N 2310163012","352","","EA",""
"SPPIRC0038","Reducer  1 1/4"" - 1""","353","6","EA",""
"SPPIRC0017","Reducer  1 1/4"" - 1"" Galvanis","353","6","EA",""
"SPPIRC0008","Reducer  1"" - 3/4"" PVC","353","1","EA",""
"SPPIRC0006","Reducer  2 1/2"" - 1 1/4"" Galvanis","353","","EA",""
"SPPIRC0018","Reducer 1 1/2” - 1” Galvanis","353","","EA",""
"SPPIRC0009","Reducer 1 1/4"" - 1/2"" PVC","353","","EA",""
"SPPIRC0004","Reducer 1"" - 1/2"" Galvanis","353","4","EA",""
"SPPIRC0010","Reducer 1"" - 1/2"" PVC","353","4","EA",""
"SPPIRC0007","Reducer 1"" - 3/4"" Galvanis","353","9","EA",""
"SPPIRC0015","Reducer 1/2"" - 3/4"" PVC","353","3","EA",""
"SPPIRC0026","Reducer PVC dia 1"" - 1.5""","353","","EA",""
"SPMERG0010","Air Regulator B2019-2OG CKD","411","","EA",""
"SPMERG0014","Air Regulator R364L-01-02 Kuroda","411","","EA",""
"SPMERL0075","Power Device Catridge G32A-A420-VD Omron","411","4","EA",""
"SPMERL0029","Relay G2R-1 24VDC 2427W1 Omron","411","4","EA",""
"SPMERL0071","Relay LY2 220VAC Coil 220VAC Omron","411","5","EA",""
"SPMERL0033","Relay MK2P-S 12 VDC 8 Pin Omron","411","","EA",""
"SPMERL0049","Relay MK3P5-I 110 VAC - 11 Pin Omron","411","4","EA",""
"SPMERL0013","Relay MK3P-I 28 VDC - 11 Pin 250 V","411","11","EA",""
"SPMERL0010","Relay MY2 220 / 240 VAC Omron","411","15","EA",""
"SPMERL0034","Relay No 2961105 24 VDC 6 A Phoenix","411","15","EA",""
"SPMERL0066","Servo Relay XW2B-40J6-9A","411","","EA",""
"SPMERL0067","Solid State Relay G3NA-240B (Input 200 - 240 VAC)","411","7","EA",""
"SPMERL0063","Solid State Relay G3NA-240B (Input 5 - 24 VDC) Omron","411","","EA",""
"SPMERL0072","Solid State Relay G3PA-210B-VD (Input 24 VAC) Omron","411","6","EA",""
"SPMERL0047","Thermal Relay RH-35/42 35 - 50 A Teco","411","","EA",""
"SPMERL0027","Solid State Relay SSR-40-DA FOTEK","411","","EA",""
"SPMERL0032","Floatless Relay FLRP301 110 / 220 V 9 V KASUGA","412","","EA",""
"SPMERL0053","Power Device Cartridge G32A-A10-VD DC5-24 Omron","412","5","EA",""
"SPMERL0035","Relay 10 A 250 VAC 24 VDC (p/n 55.32.9.024.0040) FINDER","412","","EA",""
"SPMERL0009","Relay LY2 220 VAC 10 A Coil 24 VDC OMRON","412","9","EA",""
"SPMERL0011","Relay LY4 200 / 220 VAC 10 A 240 VAC OMRON","412","","EA",""
"SPMERL0018","Relay LY4 24 VDC OMRON","412","7","EA",""
"SPMERL0008","Relay MK2P-1 220 VAC 8 Pin Omron","412","28","EA",""
"SPMERL0020","Relay MK2P-I 24 VDC 8 Pin Omron","412","4","EA",""
"SPMERL0015","Relay MY2 24 VDC Omron","412","18","EA",""
"SPMERL0012","Relay MY4 220 / 240 VAC Omron","412","12","EA",""
"SPMERL0014","Relay MY4 24 VDC Omron","412","10","EA",""
"SPMERL0039","Solid State Relay G3F-203S 24 VDC OMRON","412","7","EA",""
"SPMERL0041","Solid State Relay G3FD-X03S 50 VDC out Omron","412","15","EA",""
"SPMERL0073","Solid State Relay G3PA-420B-VD Omron","412","4","EA",""
"SPMERL0046","Thermal Relay RH-35/30 25 - 30 A TECO","412","","EA",""
"SPGERO0002","Bantalan Penarik AluFoil dia. 52 x 22 x 6,5","413","","EA",""
"SPGERO0001","Bantalan Penarik Foil  dia. 69 x 55 x 5,5","413","","EA",""
"SPSVRO0003","Counter Holding Roller p/n 56270180","413","","EA",""
"SPSVRV0001","Filtzring dia. 22 x 10 x 12","413","","EA",""
"SPSPRV0001","Filtzring dia. 40 x 17 x 4","413","","EA",""
"SPJCRO0003","One Way Roller Brass","413","15","EA",""
"SPMERO0009","Pick Up Roller","413","","EA",""
"SPMERO0010","Pick Up Roller G2 dia. 12,5 x 112","413","","EA",""
"SPMERO0008","Print Pressure Roller D8","413","","EA",""
"SPMERO0011","Roller  dia. 19 x dia. 6 x 60 u/ Moriko","413","","EA",""
"SPWRRO0001","Roller dia. 20.2 x 335.5 Rubber Line","413","","EA",""
"SPJCRO0002","Small Roller Assembly Rubber","413","4","EA",""
"SPMERO0012","Transfer Roller J13","413","","EA",""
"SPSVSC0001","Auger pitch 11 (p/n 5629 7061) dia. 10,6 x 400","421","","EA",""
"SPSPSC0008","Auger Pitch 11 (T 0,8) dia. 10,6 x 400 SUS 316","421","","EA",""
"SPSPSC0004","Auger pitch 11 dia. 10,6 x 400","421","","EA",""
"SPSPSC0003","Auger pitch 12 dia. 24 x 300","421","","EA",""
"SPSPSC0001","Auger pitch 5 dia.15 x 300","421","","EA",""
"SPSVSC0009","Auger Pitch 9 dia. 8,72 x 431 SUS 316","421","","EA",""
"SPSVSC0003","Auger pitch 9 dia. 8.6 x 431","421","","EA",""
"SPYNSC0001","Ball Screw BSS2510-300 MISUMI","421","","EA",""
"SPMERW0115","Base Ring dia. 40 x 5","421","","EA",""
"SPSVSC0008","Dosage Auger Pitch 10 dia. 9.8 x 400 MM SUS316","421","","EA",""
"SPSVSC0005","Dosage Auger Pitch 6 (p/n 56515081) dia. 10 (9.7)","421","","EA",""
"SPMERW0110","Guide Ring p/n 300030010 Unifill","421","20","EA",""
"SPMERW0077","Modul Ring dia. 90 x 60 x 30","421","","EA",""
"SPMERW0012","Pife Guiding Ring p/n 1-981-02284","421","","EA",""
"SPMERW0116","Ring Nut dia. 40 x 10","421","","EA",""
"SPMERW0074","Ring p/n 00545102130004030 dia. 80 x 40 x 3","421","","EA",""
"SPMERW0075","Spring Washer dia. 27,9 x 14,2 x 1,4","421","7","EA",""
"SPMERW0122","Stopper Ring dia. 66 x 40,5 x 2","421","","EA",""
"SPMESG0051","Coil Spring SWB 25-40 Misumi","422","2","EA",""
"SPMESG0050","Coil Spring SWF 25-40 Misumi","422","2","EA",""
"SPMESG0048","Coil Spring SWL 25-40 MISUMI","422","10","EA",""
"SPMESG0067","Lever Spring p/n 001-04-14","422","","EA",""
"SPMESG0006","One Way Spring G3","422","","EA",""
"SPMESG0015","Per Tarik 2 x 14 x 60 S/S","422","14","EA",""
"SPMESG0061","Per Tarik dia. kawat 1.5 dia. 12 x 10","422","43","EA",""
"SPMESG0057","Per Tarik dia. kawat 3 dia. 22 x 215 incl`d 2 hooks","422","","EA",""
"SPMESG0155","Per Tekan dia. kawat 0,8 : pitch 5 dia. 13,5 x 42 S/S","422","7","EA",""
"SPMESG0154","Per Tekan dia. kawat 1 ; pitch 5 dia. 13,5 x 42 S/S","422","16","EA",""
"SPMESG0031","Per Tekan dia. kawat 1 dia. 13 x 23","422","4","EA",""
"SPMESG0052","Per Tekan dia. kawat 1.8 pitch 14 dia. 19.8 x 80 MM S/S","422","9","EA",""
"SPMESG0158","Per Tekan dia. kawat 2 ; pitch 10 dia. 29 x 20 SUS","422","","EA",""
"SPMESG0068","Per Tekan dia. kawat 4,5 ; pitch 8 dia. 32 x 60","422","7","EA",""
"SPMESG0125","Per Tekan dia.kawat 0.6 : pitch 4.5 dia. 9 x 28","422","","EA",""
"SPMESG0008","Shim Washer F13","422","","EA",""
"SPMESG0102","Telescopic Absorber p/n 5975 2310 0612","422","","EA",""
"SPMESG0001","Tension Spring C1 dia. 9,67 x 12.5","422","","EA",""
"SPMESG0004","Tension Spring C9 dia. 9,6 x 12","422","","EA",""
"SPMESG0007","Wrap Spring F11","422","","EA",""
"SPMESG0083","Compression Spring FUR 16 – 30 – A Misumi","423","","EA",""
"SPMESG0066","Hommels Spring p/n 001-09-26","423","","EA",""
"SPMESG0163","Per Block dia. kwt 1 : pitch 10 : dia. dalam 21 : panjang 54","423","7","EA",""
"SPMESG0131","Per Tarik dia. kawat 0,5 dia. 3 x 320","423","8","EA",""
"SPMESG0119","Per Tarik dia. Kawat 1 dl : 15 da : 13 t : 1 p : 160","423","8","EA",""
"SPMESG0128","Per Tarik dia. kawat 2 dia. 12 x 10 S/S","423","","EA",""
"SPMESG0097","Per Tarik dia. kawat 2,5 dia. 22 x 140","423","9","EA",""
"SPMESG0058","Per Tarik dia. kawat 3 dia. 22x145 (incld 2 hook)","423","","EA",""
"SPMESG0060","Per Tarik dia. kawat 3 dia. 22x165 (incld 2 hook)","423","","EA",""
"SPMESG0164","Per Tekan 1.5 x 20 x 45 S/S","423","14","EA",""
"SPMESG0108","Per Tekan 2 x 18 x 34 S/S","423","2","EA",""
"SPMESG0167","Per Tekan 20 x 21 x 70 MM pitch 9 SUS 316L","423","","EA",""
"SPMESG0166","Per Tekan dia. kawat 0.8 pitch 5, dia. 12 x 45 MM S/S","423","12","EA",""
"SPMESG0080","Per Tekan dia. kawat 1 dia. 16.5 x 35 SUS304","423","9","EA",""
"SPMESG0142","Per Tekan dia. kawat 1,2 :  pitch 10 dia. 23 x 45 S/S","423","48","EA",""
"SPMESG0165","Per Tekan dia. kawat 1.5 pitch 8, dia. 20 x 50 MM S/S","423","5","EA",""
"SPMESG0030","Per Tekan dia. kawat 2,5 dia. 20 x 60","423","3","EA",""
"SPMESG0019","Per Tekan dl: 24 da : 21 p : 120","423","26","EA",""
"SPMESG0078","Poppet Spring Inlet p/n 26","423","17","EA",""
"SPMESG0065","Push Spring p/n 001-08-09","423","","EA",""
"SPMESG0123","Shock Absorber GSS-18090A MISUMI","423","","EA",""
"SPMESG0103","Telescopic Absorber  p/n 5975 2310 1432","423","","EA",""
"SPMESG0140","Per Tekan dia. kawat 1 ; pitch 10 dia. 22 x 100","423","3","EA",""
"SPVPSH0020","Hollow Shaft dia. 30 x 108","431","","EA",""
"SPVPSH0021","Knife Shaft dia. 18 x 430","431","","EA",""
"SPJCSH0004","Linear Shaft p/n 001-04-11","431","","EA",""
"SPIPSH0002","Linear Shaft SFAN10-70-F10-B7-P8 MISUMI","431","","EA",""
"SPYNSH0003","Linear Shaft SFJ20-255 MISUMI","431","","EA",""
"SPJCSH0002","Pusher Shaft p/n 001-08-04","431","","EA",""
"SPVPSH0009","Shaft Gear Filling p/n 1300.0301.01.009.004","431","","EA",""
"SPIPSH0003","Shaft p/n 2010101055","431","","EA",""
"SPIPSH0006","SHAFT p/n 2010163004","431","","EA",""
"SPIPSH0007","Shaft Pneumatic","431","12","EA",""
"SPTUSH0003","Shaft Straight p/n 08-3800-09-07 Welden","431","","EA",""
"SPJCSH0001","Spring Shaft p/n 001-08-10","431","","EA",""
"SPIPSH0001","Universal Shaft Joint","431","","EA",""
"SPJNSK0001","Plug Socket KME-1-24-2.5-LED FESTO","432","","EA",""
"SPVPSK0010","Plug Socket KMYZ-1-24-2,5  FESTO","432","","EA",""
"SPVPSK0011","Socket EE-1006 (Incl'd Cable) Omron","432","3","EA",""
"SPECSK0005","Socket Relay PYF-08A-N 7A  Omron","432","6","EA",""
"SPECSK0006","Socket Relay PYF-14A-N Omron","432","8","EA",""
"SPECSK0004","Socket Timer P2CF08-E (8 Pin) Omron","432","9","EA",""
"SPECSK0003","Socket Timer P2CF11-E (11 Pin) Omron","432","6","EA",""
"SPMESL0359","Advancap Seal dia. 25 x 21 x 4 Greene Tweed","433","","EA",""
"SPMESL0352","Mechanical Seal dia. 16","433","3","EA",""
"SPMESL0321","Mechanical Seal JPL style 15 dia. 12 Food Grade","433","2","EA",""
"SPMESL0317","Mechanical Seal JPL Style 15 dia. 14 Food Grade","433","5","EA",""
"SPMESL0020","Mechanical Seal Single Spring Ceramic - Carbon 25 MM","433","7","EA",""
"SPMESL0195","Mechanical Seal Single Spring Ceramic - Carbon 40 MM","433","1","EA",""
"SPMESL0162","Oil Seal PDY 25","433","","EA",""
"SPMESL0347","Seal DHS 28 / 40 / 7","433","16","EA",""
"SPMESL0157","Seal Kit For H200 p/n 1055414","433","","EA",""
"SPMESL0293","Seal Silicone Food Grade 8 x 26 x 43","433","","EA",""
"SPMESL0090","Seal TC 10 / 19 / 7","433","","EA",""
"SPMESL0221","Seal TC 10 / 20 / 7","433","","EA",""
"SPMESL0342","Seal TC 25 / 47 / 7","433","7","EA",""
"SPMESL0092","Seal TC 28 / 46 / 10","433","","EA",""
"SPMESL0340","Seal TC 35 / 52 / 7 Stefa","433","5","EA",""
"SPMESL0002","Seal TC 38 / 62 / 10","433","10","EA",""
"SPMESL0204","Seal TC 38 / 63,5 / 13","433","","EA",""
"SPMESL0203","Seal TC 38 / 65 / 12","433","","EA",""
"SPMESL0341","Seal TC 55 / 72 / 8 Stefa","433","8","EA",""
"SPMESL0360","Wiper Seal PDU 10F (10/14/4.7) Sakagami","433","","EA",""
"SPMESL0025","Gasket For Butterfly Valve Silicone Red 1 1/2""","441","","EA",""
"SPMESL0024","Service Kit EPDM LKB ISO 25. 1""","441","13","EA",""
"SPMESL0330","Gasket For Valve Steam p/n 307300218 Unifill","441","","EA",""
"SPMESL0151","Gasket p/n 3330637636","441","11","EA",""
"SPMESL0062","Service Kit EPDM LKB ISO 38 pn 9611923029","441","10","EA",""
"SPMESL0041","Mechanical Seal Single Spring Seal 12 x 24 MM","441","1","EA",""
"SPMESL0149","Oil Seal p/n 3330637633 dia. 8 x 15 x 6","441","10","EA",""
"SPMESL0152","Piston Seal pn 3330637641","441","","EA",""
"SPMESL0322","Seal Buterfly Valve 3"" EPDM","441","2","EA",""
"SPMESL0224","Seal DC 25 / 35 / 7","441","7","EA",""
"SPMESL0001","Seal DC 35 / 62 / 10","441","","EA",""
"SPMESL0222","Seal DC 45 / 62 / 10","441","","EA",""
"SPMESL0191","Seal DHS 16 / 24 / 6","441","","EA",""
"SPMESL0037","Seal Ferrule 1"" NBR","441","7","EA",""
"SPMESL0084","Seal Glatt 103 x 124 x.5 x 4.6","441","3","EA",""
"SPMESL0014","25","441","","EA",""
"SPMESL0079","Seal Punch dia. 1” x 1.25” x 8 MM SUS + silicone","441","","EA",""
"SPMESL0292","Seal Punch ID = 25 : OD = 37 : H = 6 : THK = 9 NBR NOK","441","","EA",""
"SPMESL0155","Seal TC 19 / 30 / 5","441","","EA",""
"SPMESL0356","Seal TC 25 / 40 / 7","441","15","EA",""
"SPMESL0091","Seal TC 30 / 47 / 10 Nok","441","16","EA",""
"SPMESL0095","Seal TC 32 / 56 / 10","441","7","EA",""
"SPMESL0089","Seal TC 51 / 53 / 12 (TC558012AE)","441","","EA",""
"SPMESL0248","Seal TC 55 / 68 / 8","441","12","EA",""
"SPMESL0219","Seal TC 95 / 125 / 15","441","","EA",""
"SPMESL0193","Seal UPI 28 / 42 / 10","441","","EA",""
"SPMESL0215","Silicone Gasket dia. 1""","441","2","EA",""
"SPIPSL0001","OIL SEAL P/N 2410263006","441","11","EA",""
"SPMESL0050","Seal Ring SMS EPDM 38","441","15","EA",""
"SPMESL0049","Seal Ring SMS EPDM 25 pn 3131703753","441","6","EA",""
"SPMESL0150","Gasket p/n 3330637637","442","18","EA",""
"SPMESL0324","Mechanical Seal M7N","442","1","EA",""
"SPMESL0323","PS Seal 35 p/n 905037472","442","","EA",""
"SPMESL0325","Seal 68 x 90 x 10 MM","442","1","EA",""
"SPMESL0283","Seal Bin Hopper dia. 4"" Silicone","442","6","EA",""
"SPMESL0326","Seal Butterfly Valve 2"" DN50","442","","EA",""
"SPMESL0336","Seal TC 20 / 35 / 7 (p/n 8090502006)","442","","EA",""
"SPMESL0354","Seal TC 25 / 42 / 7 Double Lip","442","143","EA",""
"SPMESL0228","Seal TC 25 / 44 / 20","442","","EA",""
"SPMESL0093","Seal TC 25 / 45 / 10","442","5","EA",""
"SPMESL0259","Seal TC 28 / 35 / 7","442","","EA",""
"SPMESL0003","Seal TC 30 / 40 / 10","442","","EA",""
"SPMESL0226","Seal TC 30 / 40 / 7","442","9","EA",""
"SPMESL0227","Seal TC 30 / 50 / 9","442","8","EA",""
"SPMESL0159","Seal TC 45 / 68 / 12","442","","EA",""
"SPMESL0250","Seal TC 65 / 88 / 12","442","8","EA",""
"SPMESL0158","Seal TC 65 / 95 / 13 (AE3414F)","442","7","EA",""
"SPMESL0249","Seal TC AE2388A 40 / 62 / 11 Double Lip","442","","EA",""
"SPMESL0358","Seal UPI 15 / 25 / 8","442","31","EA",""
"SPMESL0264","Seal UPI 30 / 40 / 5","442","12","EA",""
"SPMESL0039","Spare Seal 9.468a 2V21E3 p/n 0816 310541 Fristam","442","1","EA",""
"SPMESL0058","Seal Ring EPDM 51 mm ISO Clamp pn 9611991360","442","","EA",""
"SPMESL0060","Seal Ring EPDM 38 mm ISO Clamp 9611991359","442","20","EA",""
"SPMESL0057","Seal Ring EPDM 25 mm ISO Clamp pn 9611991360","442","11","EA",""
"SPMESL0059","Seal Ring EPDM 63.5 ISO Clamp pn 9611991361","442","13","EA",""
"SPMESL0052","Seal Ring SMS EPDM 63.5 pn 3131703793","442","6","EA",""
"SPMESL0063","Service Kit LKB ISO 51 pn 9611923030","442","3","EA",""
"SPMESL0064","Service Kit EPDM LKB ISO 63.5 pn 9611923031","442","","EA",""
"SPMESL0051","Seal Ring SMS EPDM 51 pn 3131703785","442","8","EA",""
"SPMESL0145","Gasket p/n 3330136012","443","32","EA",""
"SPMESL0165","Hollow Seal dia. 1250 x 20 Silicone","443","","EA",""
"SPMESL0351","Mechanic Seal dia. 14","443","","EA",""
"SPMESL0044","Mechanical Seal For Grundfos CRN-10","443","","EA",""
"SPMESL0182","Oil Seal 16 / 28 / 6 (p/n 630083)","443","7","EA",""
"SPMESL0179","Oil Seal 30 / 42 / 8","443","12","EA",""
"SPMESL0257","Seal 20 / 40 / 10 (p/n 75128984326)","443","12","EA",""
"SPMESL0258","Seal DC 20 / 35 / 10","443","","EA",""
"SPMESL0262","Seal DC 20 / 35 / 7","443","6","EA",""
"SPMESL0187","Seal DHS 11.2 / 19.2 / 6","443","","EA",""
"SPMESL0189","Seal DHS 18 / 26 / 6","443","7","EA",""
"SPMESL0245","Seal DHS 35 / 43 / 6.5","443","7","EA",""
"SPMESL0335","Seal TC 14 / 21 / 3 (p/n 8090401006)","443","","EA",""
"SPMESL0276","Seal TC 22 / 35 / 7","443","7","EA",""
"SPMESL0255","Seal TC 24 / 47 / 10","443","7","EA",""
"SPMESL0229","Seal TC 30 / 40,5 / 10,5","443","","EA",""
"SPMESL0113","Seal TC 30 / 52 / 7","443","12","EA",""
"SPMESL0266","Seal TC 38 / 52 / 7","443","6","EA",""
"SPMESL0185","Seal TC 40 / 55 / 7 BAF UD2 SLX7 CFW2","443","14","EA",""
"SPMESL0008","Seal TC 40 / 65 / 12","443","6","EA",""
"SPMESL0263","Seal UPI 28 / 40 / 10 Nok","443","","EA",""
"SPMESL0332","Seal VC 22 / 30 / 4 (p/n 8090401014)","443","8","EA",""
"SPMESL0288","V Ring Seal VA020 NBR","443","19","EA",""
"SPMESL0287","V Ring Seal VA030 NBR","443","22","EA",""
"SPMESL0348","Wiper Seal SDR 16 (16/24/6) SAKAGAMI","443","","EA",""
"SPMESL0153","Valve Seal pn 3330197136","443","8","EA",""
"SPMESL0154","Service Liquid Ring Pump Storage MR185S/199SSS SMS","443","1","EA",""
"SPMESL0004","Seal DC 37 / 62 / 17","451","","EA",""
"SPMESL0346","Seal Pneumatic PSD 40 (40/32/3) Sakagami","451","","EA",""
